"piva","codice_pezzo","data_consegna","id_mg","nome_officina"
"QBT78616","PR021",2025-07-23,11,"Officina San Daniele del Friuli"
"VBR26198","PR039",2025-07-07,11,"Officina San Daniele del Friuli"
"MBL28395","PR009",2025-07-19,11,"Officina San Daniele del Friuli"
"NHC07536","PR028",2025-07-20,11,"Officina San Daniele del Friuli"
"ZDT00633","PR019",2025-07-20,11,"Officina San Daniele del Friuli"
"PLJ40074","PR041",2025-07-12,11,"Officina San Daniele del Friuli"
"GFW83783","PR023",2025-07-09,11,"Officina San Daniele del Friuli"
"QBT78616","PR050",2025-06-25,11,"Officina San Daniele del Friuli"
"PLJ40074","PR045",2025-07-11,11,"Officina San Daniele del Friuli"
"UEI50455","PR037",2025-07-21,11,"Officina San Daniele del Friuli"
"WHG88959","PR010",2025-06-24,11,"Officina San Daniele del Friuli"
"QBT78616","PR026",2025-06-25,11,"Officina San Daniele del Friuli"
"PLJ40074","PR020",2025-07-07,11,"Officina San Daniele del Friuli"
"PHU69089","PR017",2025-06-24,11,"Officina San Daniele del Friuli"
"MWX89608","PR048",2025-07-11,11,"Officina San Daniele del Friuli"
"GFW83783","PR035",2025-07-11,11,"Officina San Daniele del Friuli"
"NJR07693","PR025",2025-06-26,11,"Officina San Daniele del Friuli"
"NJR07693","PR015",2025-07-10,11,"Officina San Daniele del Friuli"
"PVV57745","PR006",2025-06-26,11,"Officina San Daniele del Friuli"
"NHC07536","PR032",2025-06-26,11,"Officina San Daniele del Friuli"
"VBR26198","PR038",2025-07-07,11,"Officina San Daniele del Friuli"
"DHG13941","PR001",2025-07-19,11,"Officina San Daniele del Friuli"
"UJM40751","PR005",2025-06-24,11,"Officina San Daniele del Friuli"
"PLJ40074","PR004",2025-07-05,11,"Officina San Daniele del Friuli"
"NLF68273","PR029",2025-07-17,11,"Officina San Daniele del Friuli"
"PLJ40074","PR049",2025-07-19,11,"Officina San Daniele del Friuli"
"GFW83783","PR003",2025-07-23,11,"Officina San Daniele del Friuli"
"QAQ76397","PR046",2025-07-19,11,"Officina San Daniele del Friuli"
"DHG13941","PR044",2025-06-28,11,"Officina San Daniele del Friuli"
"MWX89608","PR033",2025-07-01,11,"Officina San Daniele del Friuli"
"DRI31886","PR036",2025-06-27,11,"Officina San Daniele del Friuli"
"PVV57745","PR031",2025-07-07,11,"Officina San Daniele del Friuli"
"PHU69089","PR012",2025-07-14,11,"Officina San Daniele del Friuli"
"TRA80271","PR007",2025-06-25,11,"Officina San Daniele del Friuli"
"UEI50455","PR030",2025-06-29,11,"Officina San Daniele del Friuli"
"PHU69089","PR013",2025-07-13,11,"Officina San Daniele del Friuli"
"DRI31886","PR040",2025-07-11,11,"Officina San Daniele del Friuli"
"ZDT00633","PR042",2025-07-23,11,"Officina San Daniele del Friuli"
"WHG88959","PR047",2025-07-08,11,"Officina San Daniele del Friuli"
"NLF68273","PR018",2025-07-08,11,"Officina San Daniele del Friuli"
"LJH74048","PR008",2025-07-12,11,"Officina San Daniele del Friuli"
"UJM40751","PR014",2025-07-16,11,"Officina San Daniele del Friuli"
"UJM40751","PR002",2025-07-21,11,"Officina San Daniele del Friuli"
"VBR26198","PR016",2025-07-07,11,"Officina San Daniele del Friuli"
"DHG13941","PR041",2025-07-20,12,"Officina Palmanova"
"MWX89608","PR040",2025-07-15,12,"Officina Palmanova"
"PHU69089","PR019",2025-07-20,12,"Officina Palmanova"
"WHG88959","PR018",2025-07-01,12,"Officina Palmanova"
"TRA80271","PR013",2025-06-29,12,"Officina Palmanova"
"UEI50455","PR038",2025-07-20,12,"Officina Palmanova"
"TRA80271","PR050",2025-07-22,12,"Officina Palmanova"
"DHG13941","PR036",2025-06-27,12,"Officina Palmanova"
"DRI31886","PR002",2025-07-20,12,"Officina Palmanova"
"PHU69089","PR012",2025-07-15,12,"Officina Palmanova"
"QAQ76397","PR021",2025-06-30,12,"Officina Palmanova"
"YTJ31944","PR039",2025-07-01,12,"Officina Palmanova"
"RZJ06273","PR025",2025-06-29,12,"Officina Palmanova"
"UJM40751","PR009",2025-07-09,12,"Officina Palmanova"
"NHC07536","PR035",2025-07-18,12,"Officina Palmanova"
"WHG88959","PR007",2025-07-01,12,"Officina Palmanova"
"NLF68273","PR017",2025-07-18,12,"Officina Palmanova"
"DRI31886","PR015",2025-07-20,12,"Officina Palmanova"
"QBT78616","PR037",2025-06-26,12,"Officina Palmanova"
"MWX89608","PR020",2025-07-21,12,"Officina Palmanova"
"RZJ06273","PR024",2025-07-15,12,"Officina Palmanova"
"NHC07536","PR033",2025-07-20,12,"Officina Palmanova"
"TRA80271","PR049",2025-07-06,12,"Officina Palmanova"
"GFW83783","PR004",2025-06-25,12,"Officina Palmanova"
"DUO26543","PR031",2025-07-21,12,"Officina Palmanova"
"DRI31886","PR048",2025-07-17,12,"Officina Palmanova"
"MBL28395","PR006",2025-07-14,12,"Officina Palmanova"
"GFW83783","PR028",2025-07-14,12,"Officina Palmanova"
"PLJ40074","PR005",2025-07-21,12,"Officina Palmanova"
"GFW83783","PR011",2025-07-11,12,"Officina Palmanova"
"WHG88959","PR027",2025-07-20,12,"Officina Palmanova"
"QTA02490","PR032",2025-07-19,12,"Officina Palmanova"
"DUO26543","PR045",2025-07-17,12,"Officina Palmanova"
"QBT78616","PR022",2025-07-08,12,"Officina Palmanova"
"MWX89608","PR026",2025-07-06,12,"Officina Palmanova"
"PLJ40074","PR042",2025-06-26,12,"Officina Palmanova"
"MWX89608","PR047",2025-07-09,12,"Officina Palmanova"
"QBT78616","PR043",2025-07-04,12,"Officina Palmanova"
"MBH95177","PR001",2025-07-02,12,"Officina Palmanova"
"VBR26198","PR034",2025-07-21,12,"Officina Palmanova"
"MBL28395","PR010",2025-07-13,12,"Officina Palmanova"
"UJM40751","PR003",2025-07-11,12,"Officina Palmanova"
"GFW83783","PR016",2025-07-03,12,"Officina Palmanova"
"NLF68273","PR032",2025-07-08,13,"Officina Sacile"
"YTJ31944","PR040",2025-07-21,13,"Officina Sacile"
"TRA80271","PR036",2025-07-03,13,"Officina Sacile"
"ZDT00633","PR031",2025-07-11,13,"Officina Sacile"
"TRA80271","PR015",2025-06-28,13,"Officina Sacile"
"UEI50455","PR010",2025-07-17,13,"Officina Sacile"
"NHC07536","PR003",2025-06-24,13,"Officina Sacile"
"PLJ40074","PR049",2025-07-07,13,"Officina Sacile"
"WHG88959","PR023",2025-07-08,13,"Officina Sacile"
"NJR07693","PR013",2025-06-26,13,"Officina Sacile"
"PVV57745","PR022",2025-07-22,13,"Officina Sacile"
"YTJ31944","PR041",2025-07-05,13,"Officina Sacile"
"GFW83783","PR018",2025-07-19,13,"Officina Sacile"
"UEI50455","PR034",2025-07-02,13,"Officina Sacile"
"QAQ76397","PR042",2025-07-02,13,"Officina Sacile"
"LJH74048","PR021",2025-07-16,13,"Officina Sacile"
"LJH74048","PR001",2025-07-16,13,"Officina Sacile"
"RZJ06273","PR004",2025-07-05,13,"Officina Sacile"
"WHG88959","PR030",2025-06-27,13,"Officina Sacile"
"NHC07536","PR046",2025-06-25,13,"Officina Sacile"
"YTJ31944","PR048",2025-07-23,13,"Officina Sacile"
"DUO26543","PR024",2025-07-04,13,"Officina Sacile"
"QBT78616","PR045",2025-07-19,13,"Officina Sacile"
"VBR26198","PR002",2025-07-02,13,"Officina Sacile"
"QAQ76397","PR025",2025-07-20,13,"Officina Sacile"
"TRA80271","PR012",2025-07-20,13,"Officina Sacile"
"NJR07693","PR044",2025-07-20,13,"Officina Sacile"
"NHC07536","PR005",2025-07-22,13,"Officina Sacile"
"UEI50455","PR011",2025-07-03,13,"Officina Sacile"
"NJR07693","PR043",2025-07-01,13,"Officina Sacile"
"MBH95177","PR014",2025-07-06,13,"Officina Sacile"
"VBR26198","PR007",2025-07-11,13,"Officina Sacile"
"PVV57745","PR047",2025-07-14,13,"Officina Sacile"
"ZDT00633","PR026",2025-07-11,13,"Officina Sacile"
"MBL28395","PR017",2025-06-25,13,"Officina Sacile"
"UEI50455","PR029",2025-07-06,13,"Officina Sacile"
"TRA80271","PR035",2025-07-21,13,"Officina Sacile"
"MBL28395","PR028",2025-07-04,13,"Officina Sacile"
"YTJ31944","PR009",2025-06-30,13,"Officina Sacile"
"PVV57745","PR016",2025-06-30,13,"Officina Sacile"
"VBR26198","PR008",2025-07-11,13,"Officina Sacile"
"RZJ06273","PR050",2025-06-29,13,"Officina Sacile"
"YTJ31944","PR037",2025-07-10,13,"Officina Sacile"
"DUO26543","PR039",2025-06-29,13,"Officina Sacile"
"GFW83783","PR006",2025-06-24,13,"Officina Sacile"
"QBT78616","PR049",2025-07-16,14,"Officina Latisana"
"NHC07536","PR030",2025-07-23,14,"Officina Latisana"
"ZDT00633","PR044",2025-07-06,14,"Officina Latisana"
"PVV57745","PR020",2025-06-25,14,"Officina Latisana"
"NHC07536","PR023",2025-07-01,14,"Officina Latisana"
"DUO26543","PR034",2025-07-07,14,"Officina Latisana"
"QBT78616","PR048",2025-07-02,14,"Officina Latisana"
"MBL28395","PR019",2025-07-22,14,"Officina Latisana"
"RZJ06273","PR009",2025-07-14,14,"Officina Latisana"
"UJM40751","PR012",2025-06-30,14,"Officina Latisana"
"DUO26543","PR008",2025-07-15,14,"Officina Latisana"
"DRI31886","PR043",2025-07-05,14,"Officina Latisana"
"ZDT00633","PR010",2025-07-17,14,"Officina Latisana"
"NHC07536","PR050",2025-07-09,14,"Officina Latisana"
"GFW83783","PR021",2025-06-29,14,"Officina Latisana"
"NLF68273","PR006",2025-07-10,14,"Officina Latisana"
"WHG88959","PR047",2025-06-26,14,"Officina Latisana"
"MBL28395","PR025",2025-07-02,14,"Officina Latisana"
"NLF68273","PR045",2025-07-19,14,"Officina Latisana"
"QBT78616","PR007",2025-07-22,14,"Officina Latisana"
"NLF68273","PR005",2025-07-21,14,"Officina Latisana"
"TRA80271","PR003",2025-07-11,14,"Officina Latisana"
"DUO26543","PR014",2025-06-28,14,"Officina Latisana"
"DUO26543","PR024",2025-07-23,14,"Officina Latisana"
"YTJ31944","PR032",2025-06-29,14,"Officina Latisana"
"DRI31886","PR011",2025-07-01,14,"Officina Latisana"
"LJH74048","PR038",2025-07-17,14,"Officina Latisana"
"NJR07693","PR027",2025-06-30,14,"Officina Latisana"
"ZDT00633","PR002",2025-07-19,14,"Officina Latisana"
"UJM40751","PR013",2025-07-06,14,"Officina Latisana"
"MWX89608","PR017",2025-07-13,14,"Officina Latisana"
"MBL28395","PR016",2025-07-06,14,"Officina Latisana"
"NHC07536","PR042",2025-07-19,14,"Officina Latisana"
"NJR07693","PR028",2025-07-14,14,"Officina Latisana"
"UJM40751","PR031",2025-07-14,14,"Officina Latisana"
"DHG13941","PR029",2025-07-02,14,"Officina Latisana"
"RZJ06273","PR036",2025-07-13,14,"Officina Latisana"
"ZDT00633","PR046",2025-06-30,14,"Officina Latisana"
"DHG13941","PR039",2025-06-26,14,"Officina Latisana"
"PVV57745","PR015",2025-06-26,14,"Officina Latisana"
"QBT78616","PR037",2025-06-24,14,"Officina Latisana"
"UEI50455","PR042",2025-06-26,15,"Officina Gemona"
"RZJ06273","PR023",2025-06-30,15,"Officina Gemona"
"MBH95177","PR047",2025-06-27,15,"Officina Gemona"
"DHG13941","PR041",2025-07-09,15,"Officina Gemona"
"MWX89608","PR028",2025-07-19,15,"Officina Gemona"
"DRI31886","PR002",2025-06-24,15,"Officina Gemona"
"QTA02490","PR031",2025-06-30,15,"Officina Gemona"
"PHU69089","PR026",2025-06-27,15,"Officina Gemona"
"QBT78616","PR005",2025-07-22,15,"Officina Gemona"
"ZDT00633","PR013",2025-07-21,15,"Officina Gemona"
"ZDT00633","PR016",2025-07-16,15,"Officina Gemona"
"QAQ76397","PR035",2025-07-13,15,"Officina Gemona"
"QBT78616","PR022",2025-06-28,15,"Officina Gemona"
"MWX89608","PR010",2025-06-27,15,"Officina Gemona"
"PVV57745","PR020",2025-07-08,15,"Officina Gemona"
"DUO26543","PR045",2025-07-13,15,"Officina Gemona"
"QAQ76397","PR019",2025-07-19,15,"Officina Gemona"
"UJM40751","PR025",2025-07-07,15,"Officina Gemona"
"QBT78616","PR001",2025-06-27,15,"Officina Gemona"
"NHC07536","PR004",2025-07-07,15,"Officina Gemona"
"YTJ31944","PR011",2025-07-02,15,"Officina Gemona"
"NHC07536","PR046",2025-06-24,15,"Officina Gemona"
"TRA80271","PR040",2025-07-23,15,"Officina Gemona"
"MBL28395","PR043",2025-07-15,15,"Officina Gemona"
"QAQ76397","PR024",2025-07-19,15,"Officina Gemona"
"UEI50455","PR014",2025-06-29,15,"Officina Gemona"
"DHG13941","PR009",2025-07-03,15,"Officina Gemona"
"DHG13941","PR018",2025-07-05,15,"Officina Gemona"
"RZJ06273","PR029",2025-07-11,15,"Officina Gemona"
"LJH74048","PR032",2025-07-20,15,"Officina Gemona"
"NLF68273","PR015",2025-07-11,15,"Officina Gemona"
"MBL28395","PR007",2025-07-19,15,"Officina Gemona"
"QBT78616","PR030",2025-07-06,15,"Officina Gemona"
"YTJ31944","PR027",2025-07-12,15,"Officina Gemona"
"GFW83783","PR039",2025-07-07,15,"Officina Gemona"
"QTA02490","PR034",2025-07-07,15,"Officina Gemona"
"VBR26198","PR037",2025-07-14,15,"Officina Gemona"
"NLF68273","PR049",2025-07-23,15,"Officina Gemona"
"PVV57745","PR044",2025-07-22,15,"Officina Gemona"
"RZJ06273","PR050",2025-07-13,15,"Officina Gemona"
"MBL28395","PR038",2025-07-01,15,"Officina Gemona"
"UJM40751","PR003",2025-06-29,15,"Officina Gemona"
"TRA80271","PR040",2025-06-24,16,"Officina Spilimbergo"
"QAQ76397","PR027",2025-06-28,16,"Officina Spilimbergo"
"DRI31886","PR007",2025-07-11,16,"Officina Spilimbergo"
"VBR26198","PR022",2025-06-28,16,"Officina Spilimbergo"
"ZDT00633","PR018",2025-07-13,16,"Officina Spilimbergo"
"MBH95177","PR048",2025-07-03,16,"Officina Spilimbergo"
"DHG13941","PR006",2025-07-09,16,"Officina Spilimbergo"
"NHC07536","PR049",2025-07-12,16,"Officina Spilimbergo"
"PHU69089","PR030",2025-06-30,16,"Officina Spilimbergo"
"PVV57745","PR035",2025-07-14,16,"Officina Spilimbergo"
"DRI31886","PR032",2025-07-03,16,"Officina Spilimbergo"
"RZJ06273","PR023",2025-07-06,16,"Officina Spilimbergo"
"DRI31886","PR034",2025-07-15,16,"Officina Spilimbergo"
"NLF68273","PR042",2025-07-06,16,"Officina Spilimbergo"
"PLJ40074","PR031",2025-07-23,16,"Officina Spilimbergo"
"MBL28395","PR009",2025-07-12,16,"Officina Spilimbergo"
"VBR26198","PR008",2025-06-26,16,"Officina Spilimbergo"
"PVV57745","PR004",2025-07-22,16,"Officina Spilimbergo"
"PLJ40074","PR025",2025-07-14,16,"Officina Spilimbergo"
"MBH95177","PR005",2025-06-26,16,"Officina Spilimbergo"
"UEI50455","PR033",2025-07-16,16,"Officina Spilimbergo"
"QBT78616","PR017",2025-07-21,16,"Officina Spilimbergo"
"MWX89608","PR043",2025-06-27,16,"Officina Spilimbergo"
"UJM40751","PR044",2025-07-10,16,"Officina Spilimbergo"
"NLF68273","PR003",2025-07-16,16,"Officina Spilimbergo"
"TRA80271","PR012",2025-07-04,16,"Officina Spilimbergo"
"NHC07536","PR039",2025-06-27,16,"Officina Spilimbergo"
"NLF68273","PR010",2025-06-28,16,"Officina Spilimbergo"
"PLJ40074","PR041",2025-06-24,16,"Officina Spilimbergo"
"NJR07693","PR036",2025-06-26,16,"Officina Spilimbergo"
"NJR07693","PR015",2025-07-12,16,"Officina Spilimbergo"
"NJR07693","PR047",2025-07-12,16,"Officina Spilimbergo"
"UJM40751","PR020",2025-07-17,16,"Officina Spilimbergo"
"WHG88959","PR014",2025-07-19,16,"Officina Spilimbergo"
"VBR26198","PR038",2025-07-02,16,"Officina Spilimbergo"
"DRI31886","PR013",2025-06-30,16,"Officina Spilimbergo"
"DHG13941","PR024",2025-06-29,16,"Officina Spilimbergo"
"DRI31886","PR037",2025-07-04,16,"Officina Spilimbergo"
"ZDT00633","PR019",2025-07-04,16,"Officina Spilimbergo"
"GFW83783","PR045",2025-07-04,16,"Officina Spilimbergo"
"PHU69089","PR026",2025-07-01,16,"Officina Spilimbergo"
"LOL08506","PR008",2025-07-18,17,"Officina Tricesimo"
"LOL08506","PR046",2025-07-17,17,"Officina Tricesimo"
"LOL08506","PR003",2025-07-13,17,"Officina Tricesimo"
"LOL08506","PR033",2025-07-11,17,"Officina Tricesimo"
"LOL08506","PR024",2025-07-13,17,"Officina Tricesimo"
"LOL08506","PR013",2025-07-21,17,"Officina Tricesimo"
"LOL08506","PR018",2025-07-13,17,"Officina Tricesimo"
"LOL08506","PR032",2025-06-28,17,"Officina Tricesimo"
"LOL08506","PR015",2025-07-16,17,"Officina Tricesimo"
"LOL08506","PR048",2025-07-22,17,"Officina Tricesimo"
"LOL08506","PR050",2025-06-28,17,"Officina Tricesimo"
"LOL08506","PR014",2025-06-27,17,"Officina Tricesimo"
"LOL08506","PR004",2025-06-29,17,"Officina Tricesimo"
"LOL08506","PR021",2025-06-27,17,"Officina Tricesimo"
"LOL08506","PR020",2025-07-20,17,"Officina Tricesimo"
"LOL08506","PR038",2025-07-13,17,"Officina Tricesimo"
"LOL08506","PR023",2025-07-04,17,"Officina Tricesimo"
"LOL08506","PR027",2025-07-10,17,"Officina Tricesimo"
"LOL08506","PR036",2025-07-13,17,"Officina Tricesimo"
"LOL08506","PR012",2025-07-02,17,"Officina Tricesimo"
"LOL08506","PR016",2025-07-06,17,"Officina Tricesimo"
"LOL08506","PR025",2025-07-03,17,"Officina Tricesimo"
"LOL08506","PR044",2025-07-09,17,"Officina Tricesimo"
"LOL08506","PR041",2025-07-20,17,"Officina Tricesimo"
"LOL08506","PR040",2025-06-28,17,"Officina Tricesimo"
"LOL08506","PR031",2025-06-26,17,"Officina Tricesimo"
"LOL08506","PR007",2025-07-01,17,"Officina Tricesimo"
"LOL08506","PR030",2025-07-14,17,"Officina Tricesimo"
"LOL08506","PR047",2025-07-07,17,"Officina Tricesimo"
"LOL08506","PR034",2025-07-06,17,"Officina Tricesimo"
"LOL08506","PR009",2025-07-23,17,"Officina Tricesimo"
"LOL08506","PR019",2025-07-17,17,"Officina Tricesimo"
"LOL08506","PR017",2025-07-09,17,"Officina Tricesimo"
"LOL08506","PR001",2025-07-02,17,"Officina Tricesimo"
"LOL08506","PR035",2025-07-13,17,"Officina Tricesimo"
"LOL08506","PR005",2025-07-16,17,"Officina Tricesimo"
"LOL08506","PR010",2025-06-25,17,"Officina Tricesimo"
"LOL08506","PR049",2025-07-05,17,"Officina Tricesimo"
"LOL08506","PR037",2025-07-10,17,"Officina Tricesimo"
"LOL08506","PR022",2025-07-14,17,"Officina Tricesimo"
"LOL08506","PR011",2025-06-29,17,"Officina Tricesimo"
"ZDT00633","PR030",2025-06-28,18,"Officina Tavagnacco"
"VBR26198","PR037",2025-07-17,18,"Officina Tavagnacco"
"GFW83783","PR013",2025-07-12,18,"Officina Tavagnacco"
"QBT78616","PR022",2025-07-12,18,"Officina Tavagnacco"
"TRA80271","PR002",2025-07-16,18,"Officina Tavagnacco"
"QTA02490","PR049",2025-07-06,18,"Officina Tavagnacco"
"DUO26543","PR005",2025-07-14,18,"Officina Tavagnacco"
"MBH95177","PR009",2025-07-22,18,"Officina Tavagnacco"
"DRI31886","PR026",2025-06-29,18,"Officina Tavagnacco"
"MBL28395","PR001",2025-07-04,18,"Officina Tavagnacco"
"TRA80271","PR025",2025-07-16,18,"Officina Tavagnacco"
"NLF68273","PR021",2025-07-08,18,"Officina Tavagnacco"
"GFW83783","PR003",2025-06-30,18,"Officina Tavagnacco"
"NLF68273","PR020",2025-07-06,18,"Officina Tavagnacco"
"NJR07693","PR031",2025-07-12,18,"Officina Tavagnacco"
"YTJ31944","PR024",2025-07-11,18,"Officina Tavagnacco"
"DUO26543","PR027",2025-07-10,18,"Officina Tavagnacco"
"NJR07693","PR032",2025-07-04,18,"Officina Tavagnacco"
"NHC07536","PR015",2025-07-11,18,"Officina Tavagnacco"
"RZJ06273","PR016",2025-07-15,18,"Officina Tavagnacco"
"MBL28395","PR033",2025-07-13,18,"Officina Tavagnacco"
"GFW83783","PR043",2025-07-01,18,"Officina Tavagnacco"
"PLJ40074","PR012",2025-07-18,18,"Officina Tavagnacco"
"PHU69089","PR023",2025-07-13,18,"Officina Tavagnacco"
"PVV57745","PR038",2025-07-08,18,"Officina Tavagnacco"
"NHC07536","PR045",2025-07-12,18,"Officina Tavagnacco"
"MBL28395","PR036",2025-06-26,18,"Officina Tavagnacco"
"MBL28395","PR004",2025-07-18,18,"Officina Tavagnacco"
"TRA80271","PR034",2025-07-12,18,"Officina Tavagnacco"
"PLJ40074","PR017",2025-07-10,18,"Officina Tavagnacco"
"QTA02490","PR011",2025-06-24,18,"Officina Tavagnacco"
"VBR26198","PR041",2025-07-05,18,"Officina Tavagnacco"
"QBT78616","PR047",2025-07-13,18,"Officina Tavagnacco"
"TRA80271","PR050",2025-07-16,18,"Officina Tavagnacco"
"DRI31886","PR029",2025-07-04,18,"Officina Tavagnacco"
"UEI50455","PR006",2025-06-27,18,"Officina Tavagnacco"
"DRI31886","PR035",2025-06-28,18,"Officina Tavagnacco"
"UEI50455","PR007",2025-07-11,18,"Officina Tavagnacco"
"MBL28395","PR028",2025-07-02,18,"Officina Tavagnacco"
"ZDT00633","PR019",2025-07-02,18,"Officina Tavagnacco"
"DUO26543","PR008",2025-07-06,18,"Officina Tavagnacco"
"NHC07536","PR040",2025-06-26,19,"Officina Adegliaco"
"ZDT00633","PR005",2025-07-11,19,"Officina Adegliaco"
"GFW83783","PR014",2025-07-16,19,"Officina Adegliaco"
"DHG13941","PR018",2025-07-04,19,"Officina Adegliaco"
"DRI31886","PR015",2025-06-24,19,"Officina Adegliaco"
"YTJ31944","PR036",2025-06-30,19,"Officina Adegliaco"
"QTA02490","PR044",2025-07-02,19,"Officina Adegliaco"
"RZJ06273","PR050",2025-07-23,19,"Officina Adegliaco"
"VBR26198","PR012",2025-06-26,19,"Officina Adegliaco"
"PVV57745","PR038",2025-07-15,19,"Officina Adegliaco"
"VBR26198","PR035",2025-07-12,19,"Officina Adegliaco"
"PVV57745","PR048",2025-07-13,19,"Officina Adegliaco"
"LJH74048","PR001",2025-07-10,19,"Officina Adegliaco"
"MWX89608","PR026",2025-07-20,19,"Officina Adegliaco"
"NJR07693","PR013",2025-06-25,19,"Officina Adegliaco"
"WHG88959","PR024",2025-07-07,19,"Officina Adegliaco"
"WHG88959","PR046",2025-06-27,19,"Officina Adegliaco"
"QAQ76397","PR003",2025-06-26,19,"Officina Adegliaco"
"WHG88959","PR049",2025-07-18,19,"Officina Adegliaco"
"DHG13941","PR027",2025-07-18,19,"Officina Adegliaco"
"NJR07693","PR030",2025-07-16,19,"Officina Adegliaco"
"UEI50455","PR041",2025-07-05,19,"Officina Adegliaco"
"VBR26198","PR022",2025-07-06,19,"Officina Adegliaco"
"NJR07693","PR025",2025-07-09,19,"Officina Adegliaco"
"LJH74048","PR007",2025-07-09,19,"Officina Adegliaco"
"NHC07536","PR017",2025-06-25,19,"Officina Adegliaco"
"NJR07693","PR016",2025-07-03,19,"Officina Adegliaco"
"WHG88959","PR023",2025-07-02,19,"Officina Adegliaco"
"TRA80271","PR021",2025-06-27,19,"Officina Adegliaco"
"QAQ76397","PR047",2025-07-10,19,"Officina Adegliaco"
"RZJ06273","PR028",2025-06-25,19,"Officina Adegliaco"
"ZDT00633","PR031",2025-06-29,19,"Officina Adegliaco"
"NHC07536","PR034",2025-07-22,19,"Officina Adegliaco"
"PLJ40074","PR045",2025-07-04,19,"Officina Adegliaco"
"DUO26543","PR032",2025-07-05,19,"Officina Adegliaco"
"UJM40751","PR037",2025-06-26,19,"Officina Adegliaco"
"QBT78616","PR002",2025-06-27,19,"Officina Adegliaco"
"UJM40751","PR039",2025-07-13,19,"Officina Adegliaco"
"NJR07693","PR042",2025-07-02,19,"Officina Adegliaco"
"QTA02490","PR019",2025-07-04,19,"Officina Adegliaco"
"DRI31886","PR043",2025-07-02,19,"Officina Adegliaco"
"MWX89608","PR008",2025-06-29,19,"Officina Adegliaco"
"TRA80271","PR011",2025-07-06,19,"Officina Adegliaco"
"RZJ06273","PR009",2025-07-04,19,"Officina Adegliaco"
"DRI31886","PR020",2025-06-25,19,"Officina Adegliaco"
"QBT78616","PR050",2025-07-23,20,"Officina Tarvisio"
"DHG13941","PR016",2025-07-17,20,"Officina Tarvisio"
"NLF68273","PR010",2025-06-29,20,"Officina Tarvisio"
"NLF68273","PR013",2025-07-14,20,"Officina Tarvisio"
"QBT78616","PR030",2025-07-03,20,"Officina Tarvisio"
"UJM40751","PR043",2025-06-29,20,"Officina Tarvisio"
"LJH74048","PR003",2025-06-25,20,"Officina Tarvisio"
"DRI31886","PR033",2025-06-25,20,"Officina Tarvisio"
"PVV57745","PR012",2025-07-05,20,"Officina Tarvisio"
"PLJ40074","PR040",2025-07-07,20,"Officina Tarvisio"
"WHG88959","PR024",2025-07-20,20,"Officina Tarvisio"
"PVV57745","PR034",2025-07-04,20,"Officina Tarvisio"
"TRA80271","PR044",2025-07-23,20,"Officina Tarvisio"
"UJM40751","PR046",2025-07-13,20,"Officina Tarvisio"
"YTJ31944","PR038",2025-06-25,20,"Officina Tarvisio"
"PVV57745","PR031",2025-07-04,20,"Officina Tarvisio"
"PVV57745","PR037",2025-06-26,20,"Officina Tarvisio"
"GFW83783","PR020",2025-07-21,20,"Officina Tarvisio"
"GFW83783","PR004",2025-07-09,20,"Officina Tarvisio"
"QAQ76397","PR032",2025-07-03,20,"Officina Tarvisio"
"DHG13941","PR011",2025-07-02,20,"Officina Tarvisio"
"PLJ40074","PR026",2025-07-15,20,"Officina Tarvisio"
"WHG88959","PR041",2025-07-11,20,"Officina Tarvisio"
"TRA80271","PR023",2025-06-28,20,"Officina Tarvisio"
"RZJ06273","PR048",2025-07-11,20,"Officina Tarvisio"
"DUO26543","PR002",2025-07-20,20,"Officina Tarvisio"
"YTJ31944","PR042",2025-07-23,20,"Officina Tarvisio"
"MWX89608","PR019",2025-07-05,20,"Officina Tarvisio"
"QAQ76397","PR021",2025-07-07,20,"Officina Tarvisio"
"PVV57745","PR006",2025-07-16,20,"Officina Tarvisio"
"QTA02490","PR039",2025-07-09,20,"Officina Tarvisio"
"PLJ40074","PR036",2025-07-04,20,"Officina Tarvisio"
"GFW83783","PR009",2025-06-27,20,"Officina Tarvisio"
"LJH74048","PR047",2025-07-23,20,"Officina Tarvisio"
"YTJ31944","PR001",2025-07-02,20,"Officina Tarvisio"
"PHU69089","PR035",2025-07-18,20,"Officina Tarvisio"
"NHC07536","PR007",2025-07-22,20,"Officina Tarvisio"
"UJM40751","PR025",2025-07-10,20,"Officina Tarvisio"
"PLJ40074","PR008",2025-06-29,20,"Officina Tarvisio"
"MWX89608","PR022",2025-06-26,20,"Officina Tarvisio"
"PLJ40074","PR045",2025-06-29,20,"Officina Tarvisio"
"MBH95177","PR029",2025-07-19,21,"Officina Cervignano del Friuli"
"RZJ06273","PR032",2025-07-15,21,"Officina Cervignano del Friuli"
"LJH74048","PR050",2025-07-04,21,"Officina Cervignano del Friuli"
"PHU69089","PR036",2025-06-26,21,"Officina Cervignano del Friuli"
"VBR26198","PR007",2025-07-02,21,"Officina Cervignano del Friuli"
"ZDT00633","PR043",2025-07-15,21,"Officina Cervignano del Friuli"
"MWX89608","PR006",2025-07-19,21,"Officina Cervignano del Friuli"
"NLF68273","PR005",2025-06-24,21,"Officina Cervignano del Friuli"
"NLF68273","PR033",2025-07-03,21,"Officina Cervignano del Friuli"
"NHC07536","PR009",2025-07-11,21,"Officina Cervignano del Friuli"
